ZIP,Geographic Area Name,Number HH,Number Families,Families with Children <18,Families with No Own Children,Married Couple Families,Married Couple with Kids <18,Female Householder,Single Mom,Male Householder,Single Dad,2-Person Families,3-Person Families,4-Person Families,5-Person Families,6-Person Families,7+ Person Families,No Earners,1 Earner,2 Earners,3+ Earners,Non Family Households,Non-Family Female Householder,Single Woman,Single Woman Not Alone,Non-Family Male,Single Male,Single Male Not Alone,Median Income,Median Family Income,Median Family With Children,Median Family No Kids,Median Married,Median Married Kids,Media Married No Kids,Total Pop,Total Pop <5,Total Pop 5-9,Total Pop 10-14,Total Pop 15-19,Total Pop 20-24,Total Pop 25-29,Total Pop 30-34,Total Pop 35-39,Total Pop 40-44,Total Pop 45-49,Total Pop 50-54,Total Pop 55-59,Total Pop 60-64,Total Pop 65-69,Total Pop 70-74,Total Pop 75-79,Total Pop 80-84,Total Pop 85+,Total Pop 5-14,Total Pop 15-17,Total Pop <18,Total Pop 18-24,Total Pop 15-44,Total Pop 16+,Total Pop 18+,Total Pop 21+,Total Pop 60+,Total Pop 62+,Total Pop 65+,Total Pop 75+,Median Age,Males Per 100 Females,Age Dependency Ratio,Old-Age Dependency Ratio,Child Dependency Ratio,Total Pop Male,Median Age Male,Total Pop Female,Median Age Female
35216,ZCTA5 35216,14940,9525,4288,5237,6444,2817,2185,1166,896,305,4665,1666,2218,796,68,112,876,3039,4693,917,5415,3061,2611,450,2354,1726,628,73125,109581,113900,107764,140428,184534,49844,36587,2690,2482,2461,1956,3332,2635,3105,3107,2089,2047,1684,2058,2083,1619,1178,780,550,731,4943,1299,8932,3989,16224,28452,27655,26545,6941,6361,4858,2061,34.5,93.3,60.5,21.3,39.2,17655,32.7,18932,36
22031,ZCTA5 22031,14777,8995,3994,5001,7139,3351,1000,403,856,240,4272,1937,1977,614,176,19,814,2330,4910,941,5782,2841,2019,822,2941,2184,757,129743,161508,147237,172567,179608,166297,57014,36586,1796,1911,2144,1927,2628,3772,3483,3587,1999,2998,2300,2025,2046,1226,1265,748,292,439,4055,1305,7156,3250,17396,30047,29430,28640,6016,5197,3970,1479,35.6,102,43.7,15.6,28.1,18478,35.4,18108,36
84047,ZCTA5 84047,16216,8892,3999,4893,5773,2333,2364,1357,755,309,4592,1745,1670,638,164,83,511,3131,4313,937,7324,3407,2843,564,3917,2854,1063,73120,83696,74256,97771,102292,94534,56667,36573,2289,2012,2304,1749,2913,4477,4531,3178,2341,1826,1793,1586,1803,1653,943,479,280,416,4316,1017,7622,3645,19189,29786,28951,27764,5574,4933,3771,1175,33,103.6,45.2,15,30.3,18613,32.7,17960,33.2
20740,ZCTA5 20740,11671,5087,2054,3033,3321,1341,916,445,850,268,2028,1529,642,589,182,117,472,1534,2064,1017,6584,3155,1899,1256,3429,1973,1456,81359,114223,100111,121213,132300,130359,71250,36564,1834,1128,1274,5164,9315,2931,2460,2516,1364,1040,1682,1299,1593,1192,747,427,296,302,2402,653,4889,13826,23750,32105,31675,23481,4557,3822,2964,1025,24,106.5,27.4,10.3,17,18858,25.7,17706,22.9
18951,ZCTA5 18951,14155,9744,4033,5711,7488,2807,1255,660,1001,566,4648,2188,1752,690,379,87,1554,2518,4362,1310,4411,2503,2115,388,1908,1539,369,95084,117686,128924,112179,132257,156217,58113,36556,1739,1890,2352,2499,1864,1993,1634,2348,2000,2797,2901,2579,2632,2303,2258,1356,654,757,4242,1819,7800,2544,12338,29830,28756,27593,9960,8777,7328,2767,44.9,102.5,70.6,34.2,36.4,18508,43,18048,46.6
20707,ZCTA5 20707,14321,8727,4071,4656,5750,2678,2346,1196,631,197,3447,1954,1831,961,368,166,785,2200,4344,1398,5594,3324,2801,523,2270,1747,523,104093,130527,117663,139274,153182,150933,97917,36549,2533,1933,2642,1600,1884,2937,2716,2555,3102,2335,2875,2266,2168,1558,1259,1122,647,417,4575,1128,8236,2356,14794,29069,28313,27432,7171,6184,5003,2186,39.1,85.5,56.8,21.5,35.3,16849,39.2,19700,39
93657,ZCTA5 93657,10693,8457,3908,4549,5833,2701,1504,766,1120,441,2543,2257,1351,1213,707,386,947,3123,2967,1420,2236,937,736,201,1299,1134,165,77655,82396,83853,80576,99935,111350,51433,36536,2923,3063,2447,2544,2386,3103,2576,2467,1998,2251,2069,1964,1965,1326,1148,1117,602,587,5510,1748,10181,3182,15074,27567,26355,25044,6745,5958,4780,2306,33.5,105.8,69.3,22.2,47.2,18787,32.8,17749,34.3
22079,ZCTA5 22079,11760,8983,4802,4181,7326,4070,1186,482,471,250,2624,2364,1997,1283,466,249,398,2450,4119,2016,2777,1659,1507,152,1118,774,344,140817,166250,168750,163180,178314,190050,108956,36523,2293,1740,3374,3483,2239,1695,1821,2382,2931,3277,2777,2391,2318,1379,952,633,430,408,5114,2271,9678,3451,14551,28239,26845,25093,6120,5010,3802,1471,38.3,93.2,58.5,16.5,42,17614,38.1,18909,38.9
01760,ZCTA5 01760,15358,10023,4564,5459,8258,3816,1249,588,516,160,4509,2234,2688,509,54,29,1051,2191,5642,1139,5335,3327,2779,548,2008,1625,383,134644,181359,207850,145530,201829,243242,101518,36520,1900,2458,2124,2010,1508,2249,2423,2262,2829,2244,2662,2507,2439,2139,1698,910,1049,1109,4582,1362,7844,2156,13281,29593,28676,27847,9344,8276,6905,3068,42.6,93,67.7,31.7,36,17601,41.2,18919,44.2
11358,ZCTA5 11358,13209,9742,3110,6632,7413,2487,1364,424,965,199,3799,2685,1999,782,353,124,1288,3110,3791,1553,3467,1929,1662,267,1538,1373,165,88729,97586,95719,98844,104250,106989,82321,36496,1713,1932,2274,1491,1456,2002,2857,2644,2259,2451,2412,2933,2736,2664,1896,1105,856,815,4206,996,6915,1951,12709,30259,29581,28732,10072,9167,7336,2776,43.8,97.1,64.1,33,31.1,17982,43.5,18514,43.9
98684,ZCTA5 98684,13862,9315,4321,4994,7094,3142,1514,872,707,307,4086,1688,2487,638,293,123,1002,2983,4245,1085,4547,2546,2097,449,2001,1287,714,88044,95213,91784,106600,104890,96271,54573,36486,2125,2265,2511,2538,2098,2722,3366,2095,2983,2516,2215,1995,2175,1516,1525,752,653,436,4776,1564,8465,3072,15802,29181,28021,26628,7057,5879,4882,1841,37.1,101.1,57.7,21.1,36.6,18345,34.3,18141,39
53154,ZCTA5 53154,15164,9052,3955,5097,7341,3178,1292,492,419,285,4252,1974,1774,594,452,6,1114,2342,4221,1375,6112,2504,2010,494,3608,2813,795,93120,119757,134787,110639,129721,149957,87109,36473,1918,1988,2556,2086,1806,2958,2798,2619,2294,2540,2253,2977,2598,2043,1255,824,402,558,4544,1581,8043,2311,14561,29451,28430,27606,7680,6703,5082,1784,38.9,102.2,56.2,21.8,34.4,18435,38.9,18038,39
02302,ZCTA5 02302,12354,9403,3767,5636,5596,2110,2819,1329,988,328,3006,2968,1591,1016,268,554,951,2442,3960,2050,2951,1468,1220,248,1483,1128,355,87560,95575,82089,103766,118750,125659,69854,36472,2352,1972,2870,2262,2503,2182,2505,2319,2086,2048,2361,2836,2497,2424,1494,755,522,484,4842,1540,8734,3225,13857,28669,27738,26754,8176,6997,5679,1761,38.5,97.2,65.3,25.7,39.6,17981,38.4,18491,38.5
80104,ZCTA5 80104,13486,10115,4841,5274,8862,4243,797,515,456,83,4431,2336,2156,572,469,151,810,2280,5437,1588,3371,1936,1656,280,1435,983,452,131359,153984,155424,153384,165677,165231,64028,36461,2390,1997,2449,2564,2191,2144,3381,2705,2313,2627,2483,2347,1914,1871,1350,1074,372,289,4446,1732,8568,3023,15298,29236,27893,26394,6870,5988,4956,1735,37,95.5,59,21.6,37.4,17809,37.5,18652,36.7
20152,ZCTA5 20152,11104,9564,6180,3384,8433,5464,733,414,398,302,2389,2632,2804,1229,358,152,368,2050,5270,1876,1540,723,502,221,817,506,311,191392,200893,189910,224833,215838,201716,89435,36453,2053,2689,3923,2648,1473,1291,2296,2837,4583,3263,3585,2400,1095,671,886,481,216,63,6612,1864,10529,2257,15128,27024,25924,24741,3412,2861,2317,760,38.3,106,54.4,9.8,44.6,18754,38.8,17699,37.5
76904,ZCTA5 76904,15346,9238,3910,5328,7180,2764,1451,804,607,342,5208,1553,1419,634,406,18,1435,3151,3848,804,6108,3241,2719,522,2867,2378,489,79617,105888,117214,99028,125182,131056,51196,36444,1695,2666,2379,2610,2763,2978,2213,2426,2747,1866,1813,1844,2182,2072,1836,916,617,821,5045,1226,7966,4147,15737,29233,28478,26294,8444,7608,6262,2354,37.4,99.8,64,28.2,35.9,18207,34.2,18237,39.7
94603,ZCTA5 94603,10598,7519,3833,3686,4625,2596,2019,835,875,402,1920,1702,1568,1271,520,538,773,2194,2579,1973,3079,1538,1273,265,1541,1231,310,71086,82338,73633,95955,94656,86144,47907,36440,2490,2401,2758,2805,2533,2717,3129,2769,2594,2383,2218,2486,1671,1100,896,652,469,369,5159,1760,9409,3578,16547,28278,27031,25578,5157,4568,3486,1490,34.2,104,54.8,14.8,40,18580,33.2,17860,34.7
28278,ZCTA5 28278,13052,9550,4712,4838,7962,3792,1259,736,329,184,3964,2221,2297,771,216,81,706,2716,4806,1322,3502,1815,1498,317,1687,1180,507,121366,139876,133923,144767,153811,153512,86659,36438,2703,2675,2719,2149,1612,2059,2985,3370,3246,2953,2513,1991,1535,1504,1088,566,455,315,5394,1358,9455,2403,15421,27944,26983,26029,5463,4758,3928,1336,36.4,96,58,17,41,17848,36.3,18590,36.6
11364,ZCTA5 11364,13753,9969,3747,6222,7972,3283,1366,377,631,87,4099,2656,2197,640,221,156,1378,2726,4409,1456,3784,2382,2236,146,1402,1309,93,101222,114942,126112,112747,117924,130586,101406,36417,2041,2213,2114,1368,1676,1604,1983,2287,2316,2182,2666,3163,2939,2323,2520,1179,888,955,4327,1049,7417,1995,11234,29752,29000,28481,10804,9466,7865,3022,46.3,93,72.3,37.2,35.1,17552,46.1,18865,46.6
55082,ZCTA5 55082,14478,10070,3957,6113,8331,3102,1297,651,442,204,5273,1875,1857,828,145,92,1761,2877,4144,1288,4408,2287,1993,294,2121,1583,538,117538,136263,143631,134868,155911,177825,71617,36414,1525,2136,2636,2259,2005,1529,1860,1888,2471,1916,2394,3180,2891,2324,1909,1457,1094,940,4772,1758,8055,2506,12012,29484,28359,27490,10615,9343,7724,3491,44.8,97.7,76.5,37.4,39,17995,43.2,18419,46.4
33410,ZCTA5 33410,15327,9732,3307,6425,7692,2574,1514,442,526,291,5521,2009,1148,613,378,63,1853,2642,4244,993,5595,3450,2924,526,2145,1477,668,96059,122156,113234,134962,139889,119969,56920,36409,1972,1850,1584,1755,1692,2697,2319,1920,2463,1911,2318,2157,2104,2563,2179,2036,1468,1421,3434,1151,6557,2296,12846,30691,29852,28987,11771,10933,9667,4925,44.9,89.1,80.4,47.9,32.5,17155,43.9,19254,46.7
91001,ZCTA5 91001,12724,9125,3116,6009,6695,2448,1932,518,498,150,3796,2580,1479,827,177,266,1030,2406,4355,1334,3599,2204,1897,307,1395,982,413,133840,158780,193683,145578,196727,225938,76680,36402,1921,1896,2156,1685,1403,1874,1949,2163,2698,2448,2731,3203,2643,2212,1698,1399,1148,1175,4052,1050,7023,2038,11772,30108,29379,28285,10275,9062,7632,3722,46.1,91.7,67.4,35.1,32.3,17414,44,18988,48.2
33884,ZCTA5 33884,13832,9691,3100,6591,7344,2275,1871,670,476,155,5227,1729,1579,862,221,73,2600,2702,3425,964,4141,2472,2096,376,1669,1105,564,70516,83532,81700,83815,94931,97621,45987,36395,1783,1723,2304,1961,2217,2509,2003,1744,1855,1959,2422,2365,2458,2466,2334,1824,1051,1417,4027,1252,7062,2926,12289,30249,29333,28242,11550,10483,9092,4292,45.3,89.1,79.8,44.9,34.9,17153,41.9,19242,46.6
60477,ZCTA5 60477,15442,9595,3698,5897,7033,2682,1851,696,711,320,4183,2497,1798,831,142,144,1376,2761,4039,1419,5847,3178,2854,324,2669,2356,313,93862,116486,119762,109821,131480,143319,71343,36393,2051,2483,2148,1703,1554,2389,2658,2696,1691,2158,1973,2375,2777,2582,2128,1306,867,854,4631,1130,7812,2127,12691,29317,28581,27633,10514,9491,7737,3027,41.1,97.3,74.6,37.1,37.5,17946,37.5,18447,45.2
02864,ZCTA5 02864,14102,10070,4175,5895,8073,3183,1027,649,970,343,4387,2691,2301,521,31,139,1050,2537,4602,1881,4032,2629,2216,413,1403,1117,286,118737,136448,151056,129823,151800,168944,55958,36383,1455,2382,2487,2472,1210,1511,2268,2679,2174,2301,3123,3477,2451,2004,1942,1110,532,805,4869,1701,8025,1981,12314,29589,28358,27395,8844,7781,6393,2447,44,90.4,65.6,29.1,36.5,17270,44.2,19113,43.6
80031,ZCTA5 80031,14628,9293,3338,5955,7215,2320,1210,553,868,465,4842,1831,1749,585,165,121,1094,2509,4504,1186,5335,2266,1768,498,3069,2150,919,106244,128318,126477,128950,144867,169485,72805,36350,1382,1885,2028,2243,1599,2451,3829,2539,2837,2264,2355,2350,2754,1682,1673,1129,836,514,3913,1523,6818,2319,15498,30541,29532,28603,8588,7447,5834,2479,40.3,105.9,53.4,24.6,28.8,18692,39.6,17658,40.9
02920,ZCTA5 02920,14657,8112,3439,4673,5374,2306,2071,962,667,171,3819,1936,1628,651,44,34,1102,2596,3455,959,6545,3298,2988,310,3247,2746,501,79246,104591,101060,106345,118618,119494,56760,36332,1909,2208,2063,1566,1840,2317,2992,2773,2841,2017,1839,1864,3290,1796,1780,1219,755,1263,4271,1003,7183,2403,14329,29681,29149,28221,10103,8719,6813,3237,40.8,102.4,62.7,30.5,32.2,18379,39.5,17953,42.3
20723,ZCTA5 20723,12359,9232,4290,4942,7147,3269,1552,842,533,179,3490,1970,2062,1098,403,209,751,2337,4773,1371,3127,2046,1537,509,1081,718,363,129870,159831,163214,158750,181414,193750,83621,36319,2687,2259,2500,2228,2466,2022,2662,2865,2755,2516,2075,2288,2417,1922,1192,789,470,206,4759,1430,8876,3264,14998,28349,27443,26431,6996,5527,4579,1465,37.2,90,58.8,20,38.8,17203,35.6,19116,38.5
80220,ZCTA5 80220,16820,8877,4236,4641,6434,2742,1825,1125,618,369,4589,2024,1523,463,246,32,640,2850,4782,605,7943,3730,2815,915,4213,3245,968,101961,146788,148125,146454,188601,204712,62875,36311,1849,1533,2806,1926,1449,2876,3255,3791,3058,2845,2810,1502,2240,1678,1298,695,325,375,4339,1209,7397,2166,16355,29520,28914,27955,6611,5638,4371,1395,38.1,103.2,47.9,17.8,30.1,18438,38.7,17873,37.6
78723,ZCTA5 78723,16084,7750,3448,4302,5256,2286,1703,956,791,206,3543,1870,1402,383,504,48,561,2427,4198,564,8334,4361,3088,1273,3973,2561,1412,87978,117427,133077,107826,150377,157500,47980,36307,2641,2508,1247,1550,1097,3597,4781,4382,2717,2190,1792,1523,1537,1814,1574,516,398,443,3755,1095,7491,1552,18124,29272,28816,28262,6282,5506,4745,1357,35.5,103.3,50.8,19.7,31.1,18446,35.3,17861,35.8
11418,ZCTA5 11418,11608,8308,3305,5003,5763,2437,1764,681,781,187,2454,2145,1879,945,431,454,557,2662,3389,1700,3300,1731,1356,375,1569,1268,301,84927,95817,87091,98625,108230,104732,66333,36304,2161,1970,2676,2010,2316,2462,2424,2193,2224,2364,2383,2468,2711,2232,1606,1012,542,550,4646,1187,7994,3139,13629,29250,28310,27154,8653,7557,5942,2104,39.9,101,62.3,26.6,35.7,18239,39.4,18065,40.9
99507,ZCTA5 99507,13389,8825,3840,4985,6436,2691,1367,616,1022,533,3709,2180,1836,727,240,133,860,2665,3894,1406,4564,2278,1827,451,2286,1657,629,107347,131660,137000,129063,160153,166165,80790,36300,1872,2412,2237,2640,2324,2838,3409,3350,1761,2330,2040,2373,2190,1635,1559,611,358,361,4649,1749,8270,3215,16322,29206,28030,26779,6714,5887,4524,1330,35.6,110.7,54.4,19.2,35.2,19070,33.9,17230,37.4
60074,ZCTA5 60074,14375,9043,3729,5314,6361,2527,1966,911,716,291,3808,2315,1478,1134,186,122,835,2433,4378,1397,5332,2897,2405,492,2435,1816,619,81911,100517,84569,115491,128992,109183,64592,36296,2162,2610,2459,2268,2131,2459,3304,2313,2026,2424,2313,2179,2386,1904,1226,963,580,589,5069,1273,8504,3126,14501,28572,27792,26550,7648,6684,5262,2132,36.8,100.5,61.1,23.4,37.7,18193,35.5,18103,38.1
33594,ZCTA5 33594,13202,9730,3682,6048,7464,2896,1745,597,521,189,4485,2292,1595,936,386,36,1529,2775,4005,1421,3472,2416,1991,425,1056,675,381,91969,103788,114519,100743,121566,128214,61834,36289,1678,1639,2452,2721,2047,1882,1984,1907,2544,2218,3333,3302,2234,2199,1738,1144,607,660,4091,1658,7427,3110,13085,30000,28862,27478,8582,7882,6348,2411,43.2,85.3,61.2,28.2,33,16708,40.8,19581,45.1
95667,ZCTA5 95667,14489,9938,3093,6845,7581,2017,1530,732,827,344,5486,1987,1608,492,193,172,2328,2947,3582,1081,4551,2362,1952,410,2189,1724,465,90499,110535,96552,116328,126098,136688,70078,36286,1492,1825,2040,1923,1479,2060,1597,2175,1981,1947,2229,2696,3125,3336,2670,1609,1055,1047,3865,1257,6614,2145,11215,30508,29672,28522,12842,11413,9717,3711,49.1,97.9,81.8,48.7,33.1,17946,47.7,18340,51.2
78232,ZCTA5 78232,15525,9091,3662,5429,6872,2306,1703,1014,516,342,4512,2117,1530,751,139,42,1045,3370,3724,952,6434,3807,3073,734,2627,1958,669,84633,112581,109857,114969,133592,152679,63618,36277,2108,2659,2208,1588,1981,2838,2840,2694,2287,2056,2278,2525,1763,2187,1793,1244,576,652,4867,932,7907,2637,14228,29011,28370,27375,8215,7391,6452,2472,38.3,97.7,65.5,29.4,36.1,17929,36.6,18348,39.7
63011,ZCTA5 63011,14376,10207,4376,5831,9066,3691,911,551,230,134,4640,2336,2098,851,201,81,1372,2607,4648,1580,4169,2529,2278,251,1640,1282,358,121941,154618,167237,143945,163819,184405,91445,36274,2493,2671,1910,2017,1634,1292,2367,2093,2241,2198,2286,2327,2870,2311,2064,1308,927,1265,4581,1365,8439,2286,11644,28807,27835,26953,10745,9364,7875,3500,44,98.5,81.7,39.5,42.3,18004,41.8,18270,46.7
44039,ZCTA5 44039,13918,9994,4139,5855,7779,2861,1627,893,588,385,5116,1945,1901,712,257,63,1666,2786,4603,939,3924,1993,1758,235,1931,1591,340,94128,105040,117860,99807,117628,142256,63849,36235,2363,2344,2610,1606,1919,1824,2381,2596,2558,2085,2216,2516,2189,2024,2135,1385,808,676,4954,1169,8486,2356,12884,28583,27749,27091,9217,8532,7028,2869,41.1,102.1,74.9,33.9,41,18307,39,17928,42.9
28104,ZCTA5 28104,12245,10088,4922,5166,8670,4360,1125,434,293,128,3807,2319,2586,1044,266,66,1095,2784,4472,1737,2157,1413,1093,320,744,540,204,129775,148587,175483,129323,165588,189643,63765,36232,1794,2410,3515,2935,1871,1274,1806,2211,2724,2968,3857,2441,1783,1332,1350,1049,594,318,5925,1758,9477,3048,12821,27948,26755,25288,6426,5687,4643,1961,40.8,90.7,63.9,21,42.9,17230,41,19002,40.6
94124,ZCTA5 94124,10982,7951,3629,4322,4386,1986,2963,1412,602,231,2673,1701,1557,867,756,397,1032,2403,2693,1823,3031,1612,1384,228,1419,994,425,82928,84573,67409,103023,118889,113929,58148,36226,1808,2364,2357,2692,1622,2455,2877,2781,2262,2390,3005,1968,2366,1579,1651,854,570,625,4721,1885,8414,2429,14689,29052,27812,26720,7645,6672,5279,2049,38.5,94.7,60.8,23.4,37.3,17621,36.9,18605,40.2
80503,ZCTA5 80503,15011,9567,3687,5880,7877,2835,1030,560,660,292,4923,1941,1899,607,183,14,1220,2717,4240,1390,5444,3053,2232,821,2391,1913,478,118465,151331,158503,144591,168601,193229,79038,36206,998,2027,2227,2831,1827,1922,2265,2235,2420,2252,2424,3038,2811,2297,1726,1203,760,943,4254,1799,7051,2859,13500,30465,29155,27915,9740,8617,6929,2906,43.9,100.2,62.9,31.2,31.7,18118,42.6,18088,45.2
91362,ZCTA5 91362,13823,9437,3532,5905,7818,2877,1128,578,491,77,4306,2280,2008,560,230,53,1429,2625,4291,1092,4386,2507,2106,401,1879,1349,530,143683,184736,198958,183734,211082,221727,54955,36205,1528,1895,2119,2198,2122,2578,1840,1528,2080,2396,2850,2943,3008,2017,2025,1194,1033,851,4014,1422,6964,2898,12346,30400,29241,28192,10128,9029,7120,3078,45.4,96.5,63.7,32.2,31.5,17776,43.7,18429,46.7
20003,ZCTA5 20003,18835,6805,2256,4549,5672,1613,947,574,186,69,4527,1345,649,228,21,35,530,1576,4513,186,12030,6088,4793,1295,5942,4346,1596,159604,233904,218315,238455,"250,000+","250,000+",56030,36194,1880,693,1004,1331,2157,5359,6287,4845,2723,1762,1637,1735,1145,1172,1094,838,276,256,1697,684,4261,2804,22702,32468,31933,31164,4781,4293,3636,1370,34.6,108.8,27.9,12.8,15.1,18862,34.9,17332,34.4
92551,ZCTA5 92551,8348,7407,3742,3665,4267,2149,2288,1145,852,448,1466,1634,1675,1317,581,734,560,2287,2500,2060,941,497,353,144,444,300,144,92172,87772,81083,97627,105782,105633,50500,36190,2139,3313,2811,3204,3178,3535,3132,2489,2056,2031,2322,1610,1554,931,725,529,323,308,6124,1526,9789,4856,17594,27415,26401,23986,4370,3598,2816,1160,29.9,107.5,53.4,11.9,41.5,18750,28.6,17440,31
83706,ZCTA5 83706,14841,6625,2635,3990,4853,1667,1259,739,513,229,3651,1385,1230,287,34,38,914,1998,3030,683,8216,4139,2938,1201,4077,2318,1759,81101,116225,110567,125273,138087,137650,50893,36183,1412,1240,1033,5334,5800,3343,2505,1770,2371,1375,1586,1759,1927,1807,1223,755,570,373,2273,686,4371,10448,21123,32350,31812,25227,6655,5854,4728,1698,29.8,96.4,33.6,17.5,16.1,17764,30.2,18419,29.4
95377,ZCTA5 95377,9612,8346,4336,4010,7001,3917,802,288,543,131,1988,1827,2134,1328,794,275,413,1987,4075,1871,1266,629,405,224,637,269,368,155984,167695,176173,161300,171430,178272,108000,36182,2274,2033,3641,2621,2232,2005,2234,2504,2864,3331,2437,2106,2050,1463,1117,791,256,223,5674,1661,9609,3192,14460,27789,26573,24984,5900,5208,3850,1270,37.2,109.1,59.2,16.9,42.3,18880,33.5,17302,39.9
06040,ZCTA5 06040,14692,8773,3808,4965,5503,2168,2350,1199,920,441,4176,1864,1891,632,100,110,1088,2943,3640,1102,5919,3205,2360,845,2714,2075,639,84741,101716,88750,115710,129532,127872,46264,36171,2407,2045,2019,1947,2488,3344,2666,2459,1951,2063,2437,2701,2165,1777,1295,773,770,864,4064,1324,7795,3111,14855,29254,28376,27231,7644,6768,5479,2407,36.9,100.7,58,23.9,34,18149,35.3,18022,39
